Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	21d_egfp	25d_egfp	28d_egfp
Chr24:14000001-15000000	24	14000001	15000000		null					Not found	0	33.0	80.0	49.0
Chr24:15000001-16000000	24	15000001	16000000		null					Not found	0	46.0	78.0	44.0
Chr24:16000001-17000000	24	16000001	17000000		null					Not found	0	76.0	67.0	118.0
Chr24:17000001-18000000	24	17000001	18000000		null					Not found	0	35.0	55.0	76.0
Chr24:18000001-19000000	24	18000001	19000000		null					Not found	0	19.0	54.0	63.0
Chr24:19000001-20000000	24	19000001	20000000		null					Not found	0	29.0	64.0	52.0
Chr24:20000001-21000000	24	20000001	21000000		null					Not found	0	23.0	72.0	63.0
Chr24:21000001-22000000	24	21000001	22000000		null					Not found	0	63.0	60.0	123.0
Chr24:22000001-23000000	24	22000001	23000000		null					Not found	0	27.0	37.0	76.0
Chr24:23000001-24000000	24	23000001	24000000		null					Not found	0	60.0	47.0	56.0
Chr24:24000001-25000000	24	24000001	25000000		null					Not found	0	25.0	56.0	95.0
Chr24:25000001-26000000	24	25000001	26000000		null					Not found	0	27.0	58.0	88.0
Chr24:26000001-27000000	24	26000001	27000000		null					Not found	0	24.0	62.0	66.0
Chr24:27000001-28000000	24	27000001	28000000		null					Not found	0	51.0	57.0	59.0
Chr24:28000001-29000000	24	28000001	29000000		null					Not found	0	42.0	71.0	114.0
Chr24:29000001-30000000	24	29000001	30000000		null					Not found	0	21.0	53.0	61.0
Chr24:30000001-31000000	24	30000001	31000000		null					Not found	0	49.0	63.0	110.0
Chr24:31000001-32000000	24	31000001	32000000		null					Not found	0	13.0	124.0	120.0
Chr24:32000001-33000000	24	32000001	33000000		null					Not found	0	16.0	61.0	87.0
Chr24:33000001-34000000	24	33000001	34000000		null					Not found	0	21.0	52.0	80.0
Chr24:34000001-35000000	24	34000001	35000000		null					Not found	0	29.0	68.0	120.0
Chr24:35000001-36000000	24	35000001	36000000		null					Not found	0	39.0	46.0	100.0
Chr24:36000001-37000000	24	36000001	37000000		null					Not found	0	39.0	45.0	65.0
Chr24:37000001-38000000	24	37000001	38000000		null					Not found	0	18.0	87.0	83.0
Chr24:38000001-39000000	24	38000001	39000000		null					Not found	0	79.0	96.0	159.0
Chr24:39000001-40000000	24	39000001	40000000		null					Not found	0	72.0	95.0	92.0
Chr24:40000001-41000000	24	40000001	41000000		null					Not found	0	33.0	81.0	116.0
Chr24:41000001-42000000	24	41000001	42000000		null					Not found	0	37.0	26.0	100.0
Chr24:42000001-42172926	24	42000001	42172926		null					Not found	0	6.0	38.0	48.0
Chr25:1-1000000	25	1	1000000		null					Not found	0	92.0	95.0	116.0
Chr25:1000001-2000000	25	1000001	2000000		null					Not found	0	46.0	70.0	114.0
Chr25:2000001-3000000	25	2000001	3000000		null					Not found	0	42.0	85.0	157.0
Chr25:3000001-4000000	25	3000001	4000000		null					Not found	0	54.0	72.0	127.0
Chr25:4000001-5000000	25	4000001	5000000		null					Not found	0	33.0	125.0	59.0
Chr25:5000001-6000000	25	5000001	6000000		null					Not found	0	44.0	81.0	166.0
Chr25:6000001-7000000	25	6000001	7000000		null					Not found	0	92.0	60.0	112.0
Chr25:7000001-8000000	25	7000001	8000000		null					Not found	0	44.0	76.0	126.0
Chr25:8000001-9000000	25	8000001	9000000		null					Not found	0	52.0	102.0	98.0
Chr25:9000001-10000000	25	9000001	10000000		null					Not found	0	51.0	53.0	93.0
Chr25:10000001-11000000	25	10000001	11000000		null					Not found	0	25.0	24.0	56.0
Chr25:11000001-12000000	25	11000001	12000000		null					Not found	0	48.0	33.0	93.0
Chr25:12000001-13000000	25	12000001	13000000		null					Not found	0	51.0	101.0	45.0
Chr25:13000001-14000000	25	13000001	14000000		null					Not found	0	31.0	87.0	78.0
Chr25:14000001-15000000	25	14000001	15000000		null					Not found	0	29.0	73.0	147.0
Chr25:15000001-16000000	25	15000001	16000000		null					Not found	0	48.0	55.0	80.0
Chr25:16000001-17000000	25	16000001	17000000		null					Not found	0	14.0	61.0	101.0
Chr25:17000001-18000000	25	17000001	18000000		null					Not found	0	48.0	60.0	57.0
Chr25:18000001-19000000	25	18000001	19000000		null					Not found	0	59.0	34.0	53.0
Chr25:19000001-20000000	25	19000001	20000000		null					Not found	0	37.0	55.0	70.0
Chr25:20000001-21000000	25	20000001	21000000		null					Not found	0	39.0	57.0	62.0
Chr25:21000001-22000000	25	21000001	22000000		null					Not found	0	34.0	62.0	80.0
Chr25:22000001-23000000	25	22000001	23000000		null					Not found	0	26.0	70.0	59.0
Chr25:23000001-24000000	25	23000001	24000000		null					Not found	0	38.0	108.0	109.0
Chr25:24000001-25000000	25	24000001	25000000		null					Not found	0	43.0	91.0	104.0
Chr25:25000001-26000000	25	25000001	26000000		null					Not found	0	46.0	134.0	128.0
Chr25:26000001-27000000	25	26000001	27000000		null					Not found	0	103.0	90.0	123.0
Chr25:27000001-28000000	25	27000001	28000000		null					Not found	0	85.0	121.0	132.0
Chr25:28000001-29000000	25	28000001	29000000		null					Not found	0	10.0	40.0	80.0
Chr25:29000001-30000000	25	29000001	30000000		null					Not found	0	66.0	91.0	105.0
Chr25:30000001-31000000	25	30000001	31000000		null					Not found	0	51.0	93.0	105.0
Chr25:31000001-32000000	25	31000001	32000000		null					Not found	0	64.0	63.0	110.0
Chr25:32000001-33000000	25	32000001	33000000		null					Not found	0	67.0	92.0	156.0
Chr25:33000001-34000000	25	33000001	34000000		null					Not found	0	55.0	86.0	162.0
Chr25:34000001-35000000	25	34000001	35000000		null					Not found	0	57.0	40.0	118.0
Chr25:35000001-36000000	25	35000001	36000000		null					Not found	0	95.0	94.0	173.0
Chr25:36000001-37000000	25	36000001	37000000		null					Not found	0	132.0	88.0	210.0
Chr25:37000001-37502051	25	37000001	37502051		null					Not found	0	43.0	68.0	108.0
ChrMT:1-16596	MT	1	16596		null					Not found	0	216.0	18.0	246.0
