Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	21d_egfp	25d_egfp	28d_egfp
Chr21:42000001-43000000	21	42000001	43000000		NaN	null					Not found	0	34.0	68.0	125.0
Chr21:43000001-44000000	21	43000001	44000000		NaN	null					Not found	0	51.0	93.0	141.0
Chr21:44000001-45000000	21	44000001	45000000		NaN	null					Not found	0	41.0	60.0	133.0
Chr21:45000001-45895719	21	45000001	45895719		NaN	null					Not found	0	99.0	98.0	135.0
Chr22:1-1000000	22	1	1000000		NaN	null					Not found	0	117.0	103.0	193.0
Chr22:1000001-2000000	22	1000001	2000000		NaN	null					Not found	0	100.0	77.0	174.0
Chr22:2000001-3000000	22	2000001	3000000		NaN	null					Not found	0	65.0	83.0	115.0
Chr22:3000001-4000000	22	3000001	4000000		NaN	null					Not found	0	81.0	56.0	125.0
Chr22:4000001-5000000	22	4000001	5000000		NaN	null					Not found	0	51.0	81.0	155.0
Chr22:5000001-6000000	22	5000001	6000000		NaN	null					Not found	0	80.0	99.0	98.0
Chr22:6000001-7000000	22	6000001	7000000		NaN	null					Not found	0	28.0	51.0	51.0
Chr22:7000001-8000000	22	7000001	8000000		NaN	null					Not found	0	27.0	74.0	51.0
Chr22:8000001-9000000	22	8000001	9000000		NaN	null					Not found	0	15.0	16.0	24.0
Chr22:9000001-10000000	22	9000001	10000000		NaN	null					Not found	0	24.0	59.0	41.0
Chr22:10000001-11000000	22	10000001	11000000		NaN	null					Not found	0	23.0	115.0	118.0
Chr22:11000001-12000000	22	11000001	12000000		NaN	null					Not found	0	68.0	67.0	168.0
Chr22:12000001-13000000	22	12000001	13000000		NaN	null					Not found	0	31.0	70.0	123.0
Chr22:13000001-14000000	22	13000001	14000000		NaN	null					Not found	0	51.0	106.0	122.0
Chr22:14000001-15000000	22	14000001	15000000		NaN	null					Not found	0	45.0	33.0	84.0
Chr22:15000001-16000000	22	15000001	16000000		NaN	null					Not found	0	31.0	58.0	106.0
Chr22:16000001-17000000	22	16000001	17000000		NaN	null					Not found	0	56.0	99.0	73.0
Chr22:17000001-18000000	22	17000001	18000000		NaN	null					Not found	0	47.0	56.0	65.0
Chr22:18000001-19000000	22	18000001	19000000		NaN	null					Not found	0	82.0	51.0	81.0
Chr22:19000001-20000000	22	19000001	20000000		NaN	null					Not found	0	25.0	63.0	112.0
Chr22:20000001-21000000	22	20000001	21000000		NaN	null					Not found	0	58.0	74.0	97.0
Chr22:21000001-22000000	22	21000001	22000000		NaN	null					Not found	0	58.0	113.0	97.0
Chr22:22000001-23000000	22	22000001	23000000		NaN	null					Not found	0	63.0	54.0	68.0
Chr22:23000001-24000000	22	23000001	24000000		NaN	null					Not found	0	79.0	80.0	141.0
Chr22:24000001-25000000	22	24000001	25000000		NaN	null					Not found	0	28.0	55.0	91.0
Chr22:25000001-26000000	22	25000001	26000000		NaN	null					Not found	0	55.0	92.0	56.0
Chr22:26000001-27000000	22	26000001	27000000		NaN	null					Not found	0	36.0	96.0	103.0
Chr22:27000001-28000000	22	27000001	28000000		NaN	null					Not found	0	30.0	57.0	88.0
Chr22:28000001-29000000	22	28000001	29000000		NaN	null					Not found	0	70.0	47.0	121.0
Chr22:29000001-30000000	22	29000001	30000000		NaN	null					Not found	0	54.0	49.0	76.0
Chr22:30000001-31000000	22	30000001	31000000		NaN	null					Not found	0	28.0	36.0	96.0
Chr22:31000001-32000000	22	31000001	32000000		NaN	null					Not found	0	96.0	62.0	89.0
Chr22:32000001-33000000	22	32000001	33000000		NaN	null					Not found	0	56.0	79.0	101.0
Chr22:33000001-34000000	22	33000001	34000000		NaN	null					Not found	0	26.0	93.0	133.0
Chr22:34000001-35000000	22	34000001	35000000		NaN	null					Not found	0	81.0	87.0	71.0
Chr22:35000001-36000000	22	35000001	36000000		NaN	null					Not found	0	70.0	62.0	114.0
Chr22:36000001-37000000	22	36000001	37000000		NaN	null					Not found	0	31.0	89.0	85.0
Chr22:37000001-38000000	22	37000001	38000000		NaN	null					Not found	0	38.0	105.0	127.0
Chr22:38000001-39000000	22	38000001	39000000		NaN	null					Not found	0	59.0	77.0	173.0
Chr22:39000001-39226288	22	39000001	39226288		NaN	null					Not found	0	31.0	8.0	43.0
Chr23:1-1000000	23	1	1000000		NaN	null					Not found	0	46.0	65.0	159.0
Chr23:1000001-2000000	23	1000001	2000000		NaN	null					Not found	0	74.0	97.0	187.0
Chr23:2000001-3000000	23	2000001	3000000		NaN	null					Not found	0	60.0	79.0	163.0
Chr23:3000001-4000000	23	3000001	4000000		NaN	null					Not found	0	26.0	127.0	99.0
Chr23:4000001-5000000	23	4000001	5000000		NaN	null					Not found	0	57.0	78.0	137.0
Chr23:5000001-6000000	23	5000001	6000000		NaN	null					Not found	0	26.0	41.0	96.0
Chr23:6000001-7000000	23	6000001	7000000		NaN	null					Not found	0	48.0	45.0	74.0
Chr23:7000001-8000000	23	7000001	8000000		NaN	null					Not found	0	38.0	79.0	153.0
Chr23:8000001-9000000	23	8000001	9000000		NaN	null					Not found	0	24.0	62.0	115.0
Chr23:9000001-10000000	23	9000001	10000000		NaN	null					Not found	0	45.0	108.0	102.0
Chr23:10000001-11000000	23	10000001	11000000		NaN	null					Not found	0	37.0	83.0	118.0
Chr23:11000001-12000000	23	11000001	12000000		NaN	null					Not found	0	23.0	47.0	96.0
Chr23:12000001-13000000	23	12000001	13000000		NaN	null					Not found	0	70.0	85.0	148.0
Chr23:13000001-14000000	23	13000001	14000000		NaN	null					Not found	0	54.0	81.0	131.0
Chr23:14000001-15000000	23	14000001	15000000		NaN	null					Not found	0	69.0	62.0	104.0
Chr23:15000001-16000000	23	15000001	16000000		NaN	null					Not found	0	57.0	40.0	47.0
Chr23:16000001-17000000	23	16000001	17000000		NaN	null					Not found	0	52.0	56.0	88.0
Chr23:17000001-18000000	23	17000001	18000000		NaN	null					Not found	0	38.0	99.0	61.0
Chr23:18000001-19000000	23	18000001	19000000		NaN	null					Not found	0	72.0	147.0	145.0
Chr23:19000001-20000000	23	19000001	20000000		NaN	null					Not found	0	43.0	80.0	114.0
Chr23:20000001-21000000	23	20000001	21000000		NaN	null					Not found	0	49.0	39.0	95.0
Chr23:21000001-22000000	23	21000001	22000000		NaN	null					Not found	0	53.0	105.0	100.0
Chr23:22000001-23000000	23	22000001	23000000		NaN	null					Not found	0	70.0	63.0	123.0
Chr23:23000001-24000000	23	23000001	24000000		NaN	null					Not found	0	49.0	80.0	121.0
Chr23:24000001-25000000	23	24000001	25000000		NaN	null					Not found	0	31.0	51.0	103.0
Chr23:25000001-26000000	23	25000001	26000000		NaN	null					Not found	0	69.0	50.0	95.0
Chr23:26000001-27000000	23	26000001	27000000		NaN	null					Not found	0	36.0	58.0	66.0
Chr23:27000001-28000000	23	27000001	28000000		NaN	null					Not found	0	41.0	114.0	94.0
Chr23:28000001-29000000	23	28000001	29000000		NaN	null					Not found	0	67.0	44.0	73.0
Chr23:29000001-30000000	23	29000001	30000000		NaN	null					Not found	0	55.0	77.0	85.0
Chr23:30000001-31000000	23	30000001	31000000		NaN	null					Not found	0	57.0	92.0	142.0
Chr23:31000001-32000000	23	31000001	32000000		NaN	null					Not found	0	43.0	82.0	83.0
Chr23:32000001-33000000	23	32000001	33000000		NaN	null					Not found	0	53.0	66.0	56.0
Chr23:33000001-34000000	23	33000001	34000000		NaN	null					Not found	0	39.0	89.0	75.0
Chr23:34000001-35000000	23	34000001	35000000		NaN	null					Not found	0	47.0	91.0	128.0
Chr23:35000001-36000000	23	35000001	36000000		NaN	null					Not found	0	83.0	77.0	105.0
Chr23:36000001-37000000	23	36000001	37000000		NaN	null					Not found	0	67.0	89.0	106.0
Chr23:37000001-38000000	23	37000001	38000000		NaN	null					Not found	0	58.0	56.0	98.0
Chr23:38000001-39000000	23	38000001	39000000		NaN	null					Not found	0	14.0	41.0	90.0
Chr23:39000001-40000000	23	39000001	40000000		NaN	null					Not found	0	30.0	57.0	62.0
Chr23:40000001-41000000	23	40000001	41000000		NaN	null					Not found	0	17.0	79.0	119.0
Chr23:41000001-42000000	23	41000001	42000000		NaN	null					Not found	0	26.0	85.0	106.0
Chr23:42000001-43000000	23	42000001	43000000		NaN	null					Not found	0	47.0	97.0	155.0
Chr23:43000001-44000000	23	43000001	44000000		NaN	null					Not found	0	36.0	91.0	123.0
Chr23:44000001-45000000	23	44000001	45000000		NaN	null					Not found	0	51.0	96.0	169.0
Chr23:45000001-46000000	23	45000001	46000000		NaN	null					Not found	0	50.0	148.0	137.0
Chr23:46000001-46272358	23	46000001	46272358		NaN	null					Not found	0	37.0	32.0	13.0
Chr24:1-1000000	24	1	1000000		NaN	null					Not found	0	49.0	115.0	191.0
Chr24:1000001-2000000	24	1000001	2000000		NaN	null					Not found	0	52.0	90.0	95.0
Chr24:2000001-3000000	24	2000001	3000000		NaN	null					Not found	0	66.0	84.0	118.0
Chr24:3000001-4000000	24	3000001	4000000		NaN	null					Not found	0	30.0	87.0	141.0
Chr24:4000001-5000000	24	4000001	5000000		NaN	null					Not found	0	38.0	73.0	114.0
Chr24:5000001-6000000	24	5000001	6000000		NaN	null					Not found	0	33.0	88.0	115.0
Chr24:6000001-7000000	24	6000001	7000000		NaN	null					Not found	0	22.0	73.0	72.0
Chr24:7000001-8000000	24	7000001	8000000		NaN	null					Not found	0	30.0	41.0	45.0
Chr24:8000001-9000000	24	8000001	9000000		NaN	null					Not found	0	55.0	56.0	114.0
Chr24:9000001-10000000	24	9000001	10000000		NaN	null					Not found	0	68.0	62.0	52.0
Chr24:10000001-11000000	24	10000001	11000000		NaN	null					Not found	0	30.0	74.0	87.0
Chr24:11000001-12000000	24	11000001	12000000		NaN	null					Not found	0	67.0	51.0	104.0
Chr24:12000001-13000000	24	12000001	13000000		NaN	null					Not found	0	40.0	124.0	114.0
Chr24:13000001-14000000	24	13000001	14000000		NaN	null					Not found	0	71.0	81.0	95.0
Chr24:14000001-15000000	24	14000001	15000000		NaN	null					Not found	0	32.0	63.0	49.0
Chr24:15000001-16000000	24	15000001	16000000		NaN	null					Not found	0	58.0	79.0	60.0
Chr24:16000001-17000000	24	16000001	17000000		NaN	null					Not found	0	89.0	69.0	112.0
Chr24:17000001-18000000	24	17000001	18000000		NaN	null					Not found	0	24.0	52.0	76.0
Chr24:18000001-19000000	24	18000001	19000000		NaN	null					Not found	0	12.0	48.0	51.0
Chr24:19000001-20000000	24	19000001	20000000		NaN	null					Not found	0	41.0	66.0	51.0
Chr24:20000001-21000000	24	20000001	21000000		NaN	null					Not found	0	20.0	96.0	81.0
Chr24:21000001-22000000	24	21000001	22000000		NaN	null					Not found	0	70.0	47.0	119.0
Chr24:22000001-23000000	24	22000001	23000000		NaN	null					Not found	0	35.0	36.0	57.0
Chr24:23000001-24000000	24	23000001	24000000		NaN	null					Not found	0	59.0	44.0	63.0
Chr24:24000001-25000000	24	24000001	25000000		NaN	null					Not found	0	33.0	65.0	95.0
Chr24:25000001-26000000	24	25000001	26000000		NaN	null					Not found	0	22.0	71.0	85.0
Chr24:26000001-27000000	24	26000001	27000000		NaN	null					Not found	0	31.0	47.0	74.0
Chr24:27000001-28000000	24	27000001	28000000		NaN	null					Not found	0	44.0	52.0	53.0
Chr24:28000001-29000000	24	28000001	29000000		NaN	null					Not found	0	48.0	77.0	112.0
Chr24:29000001-30000000	24	29000001	30000000		NaN	null					Not found	0	17.0	35.0	55.0
Chr24:30000001-31000000	24	30000001	31000000		NaN	null					Not found	0	48.0	63.0	102.0
Chr24:31000001-32000000	24	31000001	32000000		NaN	null					Not found	0	13.0	102.0	118.0
Chr24:32000001-33000000	24	32000001	33000000		NaN	null					Not found	0	13.0	84.0	78.0
Chr24:33000001-34000000	24	33000001	34000000		NaN	null					Not found	0	24.0	39.0	92.0
Chr24:34000001-35000000	24	34000001	35000000		NaN	null					Not found	0	29.0	72.0	113.0
Chr24:35000001-36000000	24	35000001	36000000		NaN	null					Not found	0	39.0	51.0	105.0
Chr24:36000001-37000000	24	36000001	37000000		NaN	null					Not found	0	40.0	44.0	67.0
Chr24:37000001-38000000	24	37000001	38000000		NaN	null					Not found	0	18.0	78.0	82.0
Chr24:38000001-39000000	24	38000001	39000000		NaN	null					Not found	0	75.0	113.0	151.0
Chr24:39000001-40000000	24	39000001	40000000		NaN	null					Not found	0	62.0	97.0	98.0
Chr24:40000001-41000000	24	40000001	41000000		NaN	null					Not found	0	51.0	82.0	115.0
Chr24:41000001-42000000	24	41000001	42000000		NaN	null					Not found	0	30.0	33.0	84.0
Chr24:42000001-42251103	24	42000001	42251103		NaN	null					Not found	0	7.0	41.0	62.0
Chr25:1-1000000	25	1	1000000		NaN	null					Not found	0	74.0	92.0	125.0
Chr25:1000001-2000000	25	1000001	2000000		NaN	null					Not found	0	46.0	69.0	135.0
Chr25:2000001-3000000	25	2000001	3000000		NaN	null					Not found	0	54.0	94.0	139.0
Chr25:3000001-4000000	25	3000001	4000000		NaN	null					Not found	0	45.0	59.0	111.0
Chr25:4000001-5000000	25	4000001	5000000		NaN	null					Not found	0	41.0	133.0	72.0
Chr25:5000001-6000000	25	5000001	6000000		NaN	null					Not found	0	36.0	74.0	170.0
Chr25:6000001-7000000	25	6000001	7000000		NaN	null					Not found	0	94.0	56.0	123.0
Chr25:7000001-8000000	25	7000001	8000000		NaN	null					Not found	0	44.0	92.0	114.0
Chr25:8000001-9000000	25	8000001	9000000		NaN	null					Not found	0	48.0	88.0	103.0
Chr25:9000001-10000000	25	9000001	10000000		NaN	null					Not found	0	48.0	44.0	68.0
Chr25:10000001-11000000	25	10000001	11000000		NaN	null					Not found	0	30.0	34.0	60.0
Chr25:11000001-12000000	25	11000001	12000000		NaN	null					Not found	0	45.0	35.0	96.0
Chr25:12000001-13000000	25	12000001	13000000		NaN	null					Not found	0	36.0	98.0	36.0
Chr25:13000001-14000000	25	13000001	14000000		NaN	null					Not found	0	29.0	92.0	123.0
Chr25:14000001-15000000	25	14000001	15000000		NaN	null					Not found	0	38.0	62.0	129.0
Chr25:15000001-16000000	25	15000001	16000000		NaN	null					Not found	0	39.0	77.0	76.0
Chr25:16000001-17000000	25	16000001	17000000		NaN	null					Not found	0	14.0	49.0	107.0
Chr25:17000001-18000000	25	17000001	18000000		NaN	null					Not found	0	48.0	54.0	59.0
Chr25:18000001-19000000	25	18000001	19000000		NaN	null					Not found	0	60.0	34.0	53.0
Chr25:19000001-20000000	25	19000001	20000000		NaN	null					Not found	0	39.0	57.0	61.0
Chr25:20000001-21000000	25	20000001	21000000		NaN	null					Not found	0	41.0	56.0	60.0
Chr25:21000001-22000000	25	21000001	22000000		NaN	null					Not found	0	36.0	64.0	78.0
Chr25:22000001-23000000	25	22000001	23000000		NaN	null					Not found	0	19.0	63.0	62.0
Chr25:23000001-24000000	25	23000001	24000000		NaN	null					Not found	0	45.0	108.0	149.0
Chr25:24000001-25000000	25	24000001	25000000		NaN	null					Not found	0	39.0	94.0	70.0
Chr25:25000001-26000000	25	25000001	26000000		NaN	null					Not found	0	43.0	131.0	145.0
Chr25:26000001-27000000	25	26000001	27000000		NaN	null					Not found	0	99.0	142.0	89.0
Chr25:27000001-28000000	25	27000001	28000000		NaN	null					Not found	0	41.0	42.0	101.0
Chr25:28000001-29000000	25	28000001	29000000		NaN	null					Not found	0	33.0	68.0	101.0
Chr25:29000001-30000000	25	29000001	30000000		NaN	null					Not found	0	53.0	94.0	123.0
Chr25:30000001-31000000	25	30000001	31000000		NaN	null					Not found	0	47.0	68.0	118.0
Chr25:31000001-32000000	25	31000001	32000000		NaN	null					Not found	0	69.0	111.0	133.0
Chr25:32000001-33000000	25	32000001	33000000		NaN	null					Not found	0	47.0	61.0	148.0
Chr25:33000001-34000000	25	33000001	34000000		NaN	null					Not found	0	77.0	59.0	158.0
Chr25:34000001-35000000	25	34000001	35000000		NaN	null					Not found	0	42.0	67.0	87.0
Chr25:35000001-36000000	25	35000001	36000000		NaN	null					Not found	0	118.0	97.0	243.0
Chr25:36000001-36898761	25	36000001	36898761		NaN	null					Not found	0	132.0	79.0	193.0
ChrMT:1-16596	MT	1	16596		NaN	null					Not found	0	216.0	18.0	246.0
